county,total,white,black,native,asian,other
37145,39131,66.553,25.522,0.422,0.483,7.02
37147,171196,54.662,35.116,0.399,1.733,8.09
37149,19538,88.806,4.852,0.179,0.205,5.958
37151,144403,82.057,5.653,0.29,1.197,10.803
37153,43149,57.828,31.924,2.327,0.723,7.198
37155,117573,25.638,23.631,40.167,0.667,9.898
37157,91209,73.01,17.63,0.713,0.564,8.084
37159,147067,73.439,16.008,0.563,1.075,8.914
37161,64680,83.851,8.635,0.189,0.543,6.783
37163,59317,55.97,25.172,1.866,0.553,16.439
37165,34222,41.684,38.952,11.531,0.4,7.434
37167,62723,81.445,11.308,0.276,1.883,5.087
37169,44696,91.61,4.347,0.253,0.043,3.748
37171,71429,87.97,3.766,0.287,0.638,7.339
37173,14130,62.18,1.196,29.059,0.524,7.042
37175,33131,90.529,4.455,0.208,0.054,4.754
37177,3389,58.985,32.989,0,0.354,7.672
37179,240109,74.136,11.395,0.372,3.796,10.301
37181,42492,40.897,48.88,0.353,0.92,8.95
37183,1132103,61.168,19.674,0.269,7.882,11.007
37185,18803,38.419,47.748,6.206,0.574,7.052
37187,11051,45.788,48.276,0.615,0.172,5.149
37189,54540,92.316,1.799,0.622,1.406,3.858
37191,117480,57.435,30.673,0.112,1.146,10.634
37193,66125,88.543,3.699,0.237,0.449,7.071
37195,78667,46.875,39.627,0.305,0.992,12.202
37197,37280,87.503,3.189,0.445,0.056,8.806
37199,18538,93.068,0.442,0.102,0.361,6.025
38001,2190,95.616,0.502,1.187,0.548,2.146
38003,10826,91.345,1.857,1.552,1.265,3.981
38005,5960,40.117,0.252,54.832,0.587,4.211
38007,839,98.57,0,0,0,1.43
38009,6411,91.374,0.484,5.101,0.374,2.667
38011,2975,94.387,0,2.151,0,3.462
38013,2184,92.995,0.687,0.549,2.564,3.205
38015,98443,87.388,1.942,3.638,0.832,6.201
38017,186328,84.548,6.455,1.021,3.217,4.759
38019,3691,93.091,0,1.734,0.135,5.039
38021,5003,91.585,0.22,2.199,0.999,4.997
38023,2195,89.886,3.189,2.141,0.501,4.282
38025,4049,81.057,0.741,11.46,0.198,6.545
38027,2345,90.959,0,4.094,0,4.947
38029,3297,95.663,0.182,0.152,0.303,3.7
38031,3388,95.189,0.472,0.974,0.059,3.306
38033,1734,89.619,0.173,0.75,0,9.458
38035,72927,84.033,3.778,1.997,2.833,7.359
38037,2320,93.06,0.086,1.121,3.103,2.629
38039,2309,96.319,0,0.996,0,2.685
38041,2477,92.814,0.484,2.301,0.242,4.158
38043,2391,94.103,0.209,2.677,0,3.011
38045,4135,96.034,0.387,0.58,0.073,2.926
38047,1849,95.349,0.108,0.216,0.054,4.273
38049,5326,95.513,0.732,0.488,0.751,2.516
38051,2529,93.041,0.633,0.554,0.712,5.061
38053,14081,79.795,2.152,10.702,0.554,6.796
38055,9781,88.171,0.409,6.421,0.849,4.151
38057,8366,91.908,0.251,3.371,0.741,3.729
38059,33192,88.515,1.299,3.398,0.398,6.39
38061,9648,59.619,1.855,30.535,0.715,7.276
38063,3025,92.926,0,0.099,1.455,5.521
38065,1832,91.867,0,0.437,0.328,7.369
38067,6853,90.865,0.963,1.518,0.496,6.158
38069,3999,93.098,0.25,2.776,1.625,2.251
38071,11613,82.149,0.56,11.944,0.964,4.383
38073,5663,90.358,2.207,0.247,1.148,6.039
38075,2282,97.59,0,0,0.175,2.235
38077,16548,91.087,0.834,3.161,0.151,4.768
38079,12292,18.052,0.83,77.075,0.431,3.612
38081,3828,92.059,2.612,0.94,0.313,4.075
38083,1338,95.815,0,1.345,0,2.84
38085,3896,12.32,0.257,84.471,0,2.952
38087,837,95.579,0,1.075,0,3.345
38089,32989,87.86,2.48,1.522,1.261,6.878
38091,1774,96.28,0.225,0,0,3.495
38093,21609,92.586,2.036,1.555,0.759,3.064
38095,2152,86.71,0.372,6.645,0.418,5.855
38097,8004,92.216,0.862,1.137,0.325,5.46
38099,10553,89.292,0.777,1.232,0.692,8.007
38101,69532,83.478,4.31,1.293,1.641,9.278
38103,3990,96.667,0,0.351,0.276,2.707
38105,39076,80.814,5.195,2.114,1.075,10.802
39001,27509,96.448,0.476,0.138,0.462,2.476
39003,102087,81.383,10.739,0.177,0.833,6.869
39005,52522,95.537,0.779,0.156,0.609,2.919
39007,97666,90.216,3.57,0.087,0.38,5.747
39009,61276,90.877,2.541,0.113,2.618,3.851
39011,46263,95.357,0.865,0.041,0.329,3.409
39013,66554,92.011,3.026,0.06,0.615,4.288
39015,43715,96.484,1.032,0.03,0.27,2.185
39017,388327,80.123,8.259,0.096,3.959,7.563
39019,26761,95.404,0.777,0,0,3.819
39021,38715,93.052,1.953,0.382,0.418,4.195
39023,135877,84.956,8.118,0.057,0.633,6.236
39025,208851,93.226,1.398,0.061,1.201,4.113
39027,42077,93.341,1.954,0.055,0.732,3.919
39029,101723,93.537,2.181,0.071,0.485,3.726
39031,36629,95.588,1.133,0.057,0.423,2.798
39033,41861,95.731,0.881,0.014,0.655,2.719
39035,1256620,59.822,29.063,0.202,3.19,7.722
39037,51751,96.159,0.703,0.035,0.419,2.684
39039,38300,88.914,1.739,0.261,0.334,8.752
39041,216074,83.004,3.944,0.061,7.286,5.705
39043,75299,82.806,8.955,0.215,0.741,7.283
39045,159371,83.897,8.456,0.091,2.194,5.362
39047,28901,91.595,2.778,0.031,0.817,4.778
39049,1318149,62.134,22.954,0.201,5.41,9.301
39051,42602,91.219,0.5,0.392,0.502,7.387
39053,29276,92.943,1.841,0.072,0.84,4.304
39055,95455,94.315,0.961,0.062,0.509,4.154
39057,167567,83.598,6.42,0.095,2.931,6.956
39059,38409,94.014,1.859,0.055,0.401,3.671
39061,827671,65.414,25.415,0.107,2.786,6.278
39063,75072,90.629,1.761,0.079,1.942,5.589
39065,30622,94.109,1.185,0.065,0.849,3.791
39067,14528,94.631,2.877,0.296,0,2.196
39069,27601,90.692,0.547,0.446,0.181,8.134
39071,43285,95.197,1.71,0.127,0.109,2.858
39073,28104,94.905,0.616,0.011,0.256,4.213
39075,44273,98.134,0.187,0.131,0.068,1.479
39077,58518,93.016,0.709,0.142,0.243,5.89
39079,32563,96.186,0.734,0.427,0.544,2.11
39081,65280,90.314,5.352,0.061,0.597,3.675
39083,62657,94.531,0.865,0.121,0.539,3.944
39085,232236,88.161,4.713,0.107,1.401,5.618
39087,57994,94.418,1.535,0.06,0.631,3.356
39089,178844,88.253,4.116,0.091,2.717,4.823
39091,46098,93.368,1.61,0.106,0.651,4.265
39093,313101,81.223,7.525,0.216,1.256,9.781
39095,430014,69.881,18.942,0.251,1.668,9.259
39097,43961,88.092,5.166,0.196,0.876,5.671
39099,227979,76.697,14.331,0.252,0.907,7.814
39101,65366,87.998,5.163,0.177,0.737,5.924
39103,182347,93.24,1.418,0.123,1.001,4.218
39105,22242,96.812,0.432,0.018,0,2.738
39107,42321,95.976,0.51,0.04,0.612,2.861
39109,108818,91.855,2.02,0.109,1.645,4.371
39111,13401,95.612,0.888,0.03,0.097,3.373
39113,536121,70.373,20.424,0.166,2.23,6.808
39115,13851,91.791,3.213,0.101,0.116,4.779
39117,35049,95.392,0.685,0.117,0.439,3.367
39119,86393,91.012,3.225,0.115,0.527,5.122
39121,14216,93.824,3.89,0.134,0.035,2.117
39123,40367,93.108,0.988,0.188,0.322,5.393
39125,18827,93.323,0.558,0.101,0.244,5.774
39127,35451,96.183,0.257,0.096,0.079,3.385
39129,58809,92.501,3.789,0.049,0.143,3.518
39131,27151,95.079,1.087,0.354,0.306,3.175
39133,161217,88.564,4.705,0.043,1.83,4.857
39135,40929,95.868,0.682,0.049,0.227,3.174
39137,34400,92.648,0.637,0.198,0.087,6.43
39139,125008,85.495,7.877,0.094,0.864,5.671
39141,76957,89.352,5.546,0.125,0.437,4.54
39143,58885,87.195,3.354,0.284,0.557,8.61
39145,73716,93.082,2.774,0.243,0.484,3.417
39147,55062,91.749,2.944,0.285,0.583,4.439
39149,48145,92.95,2.1,0.201,0.742,4.007
39151,374199,86.077,7.447,0.108,0.9,5.468
39153,539361,75.934,13.974,0.126,3.924,6.041
39155,201749,86.827,7.903,0.082,0.582,4.605
39157,92840,95.56,0.613,0.071,0.362,3.394
39159,63411,87.911,2.493,0.142,4.692,4.763
39161,28833,94.222,0.714,0.08,0.111,4.873
39163,12790,96.278,0.07,0,0,3.651
39165,243189,85.153,3.497,0.109,6.626,4.615
39167,59639,94.861,1.209,0.196,0.78,2.954
39169,116680,93.931,1.34,0.078,1.124,3.526
39171,36973,93.127,1.166,0.26,0.568,4.879
39173,131564,89.016,2.022,0.204,1.936,6.823
39175,21818,95.16,0.156,0.009,0.788,3.887
40001,19726,39.319,0.335,44.008,1.359,14.98
40003,5683,82.615,3.537,2.745,0.686,10.417
40005,14117,69.682,3.237,9.329,0.751,17.001
40007,5071,73.654,0.394,1.144,0.118,24.689
40009,22295,82.409,6.378,1.951,0.623,8.639
40011,8661,77.462,4.665,6.466,0,11.407
40013,46528,71.639,2.171,13.459,0.664,12.068
40015,26910,60.505,3.534,18.982,0.126,16.852
40017,156681,76.49,3.563,3.661,3.065,13.221
40019,48202,70.02,6.103,7.691,1.29,14.896
40021,47412,48.199,1.211,33.061,1.044,16.485
40023,14285,60.434,9.73,15.359,0.693,13.784
40025,2272,89.129,0.132,0.308,0,10.431
40027,295060,73.019,4.788,4.221,4.598,13.374
40029,5287,67.013,0.246,9.192,0.473,23.075
40031,121777,59.628,15.551,4.746,2.444,17.631
40033,5537,78.364,1.788,8.759,0.072,11.017
40035,14144,61.906,3.38,21.578,1.266,11.871
40037,72076,76.766,1.974,11.41,0.601,9.249
40039,28391,73.287,3.395,4.98,1.247,17.09
40041,40791,63.904,0.419,21.907,1.4,12.37
40043,4504,83.104,0.067,5.284,0.089,11.456
40045,3755,89.188,0.24,1.758,0.932,7.883
40047,62456,77.069,2.105,2.033,1.226,17.566
40049,25806,80.036,1.895,4.29,0.31,13.47
40051,55314,82.82,2.209,3.822,0.475,10.674
40053,4152,87.693,2.24,2.794,0.217,7.057
40055,5531,81.323,5.677,2.224,0.108,10.667
40057,2499,67.147,9.964,2.481,0.24,20.168
40059,3272,79.065,0,0.061,0,20.874
40061,11651,69.925,0.498,11.312,0.901,17.363
40063,13409,64.136,4.064,20.799,0.433,10.568
40065,24776,73.402,6.345,1.304,1.518,17.432
40067,5420,80.572,1.882,4.428,0.018,13.1
40069,10410,68.78,2.19,9.827,0.067,19.135
40071,43859,75.424,2.02,8.837,0.611,13.108
40073,15290,82.642,0.654,1.89,1.491,13.322
40075,8446,80.381,3.635,3.895,0.379,11.71
40077,9537,63.29,1.195,24.085,0.975,10.454
40079,48525,72.064,1.875,11.736,0.83,13.494
40081,33734,82.934,1.873,6.37,0.43,8.392
40083,49919,79.529,7.184,3.808,0.661,8.818
40085,10158,75.271,2.018,4.499,0.689,17.523
40087,42393,80.652,1.005,5.869,0.512,11.962
40089,31003,61.242,7.812,14.137,0.99,15.818
40091,19159,68.349,2.552,15.476,0.825,12.798
40093,7678,85.439,0.026,1.928,0.469,12.139
40095,15494,67.607,0.994,5.951,0.258,25.19
40097,39324,63.936,0.381,21.305,0.47,13.908
40099,13837,72.241,1.236,12.438,0,14.085
40101,66606,56.168,9.956,17.826,0.67,15.381
40103,10981,80.676,1.129,7.367,0.2,10.627
40105,9460,66.237,1.459,16.723,0.455,15.127
40107,11349,61.988,6.494,16.037,0.652,14.83
40109,795822,62.454,14.711,3.187,3.385,16.263
40111,36900,63.241,7.458,15.046,0.547,13.707
40113,46004,63.701,10.603,11.14,0.313,14.242
40115,30472,64.456,1.168,19.726,0.729,13.921
40117,15682,76.425,0.568,9.418,0.351,13.238
40119,82058,77.783,3.87,4.076,4.103,10.167
40121,43758,70.83,2.338,6.86,0.462,19.51
40123,38116,65.875,2.45,17.657,0.866,13.152
40125,72734,73.018,3.225,12.841,0.696,10.219
40127,10845,70.41,1.153,15.491,0.433,12.513
40129,3423,84.692,0.088,5.697,0.321,9.202
40131,95870,72.268,0.935,12.683,1.672,12.443
40133,23592,65.522,4.251,20.443,0.229,9.554
40135,39538,63.01,1.77,20.186,0.703,14.331
40137,43140,80.749,1.667,3.968,0.531,13.085
40139,21144,56.475,6.148,1.863,1.215,34.298
40141,7013,65.906,7.244,4.078,0.442,22.33
40143,668923,65.323,9.868,5.135,3.668,16.007
40145,82269,71.045,3.42,8.963,1.981,14.59
40147,52579,73.571,2.64,9.671,2.13,11.988
40149,10930,85.737,1.4,2.113,0.146,10.604
40151,8661,88.004,3.117,3.614,0.173,5.092
40153,20411,85.895,1.578,2.469,0.407,9.652
41001,16685,90.92,1.175,1.366,0.282,6.257
41003,95615,81.76,1.176,1.027,6.975,9.062
41005,420925,82.386,0.871,0.502,4.741,11.5
41007,41190,86.693,0.918,0.639,1.199,10.551
41009,52865,88.145,0.46,0.889,0.603,9.903
41011,64908,86.673,0.507,2.16,1.185,9.475
41013,24987,90.063,0.316,1.285,0.356,7.98
41015,23404,87.767,0.376,1.329,0.803,9.725
41017,199352,89.789,0.416,0.727,1.173,7.894
41019,111322,88.724,0.258,1.091,0.997,8.931
41021,1983,85.981,0,1.362,0.756,11.901
41023,7237,89.954,0.111,0.788,0.746,8.401
41025,7496,88.314,0.307,0.947,0,10.432
41027,23965,79.424,0.96,0.225,0.926,18.464
41029,222604,85.19,0.641,0.823,1.15,12.197
41031,24659,65.161,0.714,13.111,0.393,20.621
41033,87994,88.65,0.566,0.589,0.856,9.339
41035,69506,81.005,0.643,3.526,0.879,13.947
41037,8201,87.416,0.256,2.061,0.866,9.401
41039,382218,83.458,1.059,0.885,2.582,12.016
41041,50334,83.925,0.383,2.211,1.367,12.113
41043,128598,85.959,0.464,0.66,0.844,12.073
41045,31538,76.837,0.866,2.277,1.135,18.885
41047,345815,71.568,1.198,1.167,2.069,23.998
41049,12140,69.951,0.667,0.947,0.733,27.702
41051,808098,72.419,5.436,1.038,7.64,13.467
41053,87600,81.098,0.743,1.804,1.849,14.506
41055,1900,87.947,0.368,0.632,0.368,10.684
41057,27345,87.855,0.53,1.064,0.841,9.709
41059,79904,76.32,0.766,3.203,0.869,18.843
41061,26286,90.166,0.978,0.886,1.381,6.589
41063,7439,90.348,1.008,0.672,0.376,7.595
41065,26639,81.91,0.308,2.639,0.672,14.471
41067,599541,68.742,2.299,0.76,10.967,17.232
41069,1407,88.984,0,0.284,0.711,10.021
41071,107674,80.776,0.619,1.046,1.505,16.053
42001,104604,91.536,1.619,0.326,0.807,5.712
42003,1245310,77.818,12.692,0.093,4.09,5.309
42005,65538,96.3,1.051,0.035,0.368,2.246
42007,167629,88.612,6.041,0.076,0.501,4.77
42009,47613,96.505,0.729,0.099,0.523,2.144
42011,428483,75.361,4.917,0.431,1.361,17.93
42013,122640,93.995,1.899,0.064,0.561,3.48
42015,60159,95.445,0.756,0.06,0.585,3.153
42017,645163,83.765,3.897,0.104,4.896,7.338
42019,194562,94.452,1.12,0.046,1.418,2.965
42021,133263,92.22,3.66,0.041,0.498,3.582
42023,4536,95.04,0.044,0.265,0.088,4.563
42025,65018,91.753,2.433,0.146,0.443,5.225
42027,158665,85.797,3.25,0.139,6.215,4.599
42029,536474,80.457,5.462,0.066,6.274,7.741
42031,37489,95.271,1.619,0.019,0.493,2.598
42033,79707,93.258,2.322,0.098,0.538,3.784
42035,37860,94.942,1.302,0.151,0.713,2.892
42037,64924,93.11,1.854,0.142,1.038,3.855
42039,83876,94.178,1.527,0.046,0.595,3.653
42041,261269,84.648,4.324,0.072,4.974,5.982
42043,286108,66.523,18.454,0.269,5.704,9.051
42045,575312,65.727,22.007,0.126,6.051,6.09
42047,30886,96.008,0.712,0.026,0.414,2.839
42049,270495,84.138,6.961,0.186,1.901,6.814
42051,128417,90.477,4.234,0.076,0.502,4.71
42053,6959,71.591,15.893,0.187,2.213,10.116
42055,156084,89.363,3.43,0.317,0.793,6.097
42057,14545,94.754,1.354,0.014,0.268,3.609
42059,35781,92.471,2.736,0.02,0.148,4.625
42061,44123,90.54,4.673,0.247,0.428,4.111
42063,83394,93.105,2.256,0.059,0.838,3.742
42065,44326,96.819,0.433,0.05,0.271,2.427
42067,23535,94.136,1.181,0,0.425,4.257
42069,215672,85.262,2.706,0.075,2.871,9.086
42071,553202,84.416,4.028,0.168,2.374,9.014
42073,85907,91.312,3.869,0.021,0.311,4.487
42075,143258,83.177,2.104,0.107,1.555,13.058
42077,374110,69.497,6.973,0.298,3.355,19.877
42079,325396,80.578,5.219,0.094,1.102,13.008
42081,114022,89.749,4.594,0.27,0.862,4.525
42083,40459,93.94,2.034,0.037,0.425,3.564
42085,110600,89.409,5.58,0.085,0.699,4.228
42087,46146,94.801,0.618,0.173,0.31,4.098
42089,168128,69.428,14.703,0.17,2.55,13.148
42091,856399,75.925,9.144,0.166,7.856,6.91
42093,18165,91.396,2.351,0.149,3.633,2.472
42095,314299,78.906,5.749,0.131,3.034,12.181
42097,91340,92.041,2.626,0.054,0.367,4.912
42099,45941,95.126,0.853,0.081,0.333,3.607
42101,1593208,37.086,40.102,0.327,7.598,14.887
42103,58996,82.292,6.048,0.068,1.393,10.199
42105,16390,96.303,0.47,0.128,0.531,2.569
42107,143201,90.863,2.903,0.079,0.45,5.705
42109,39797,95.464,0.849,0.018,0.55,3.118
42111,73802,94.665,1.981,0.129,0.45,2.775
42113,5880,94.286,2.687,0.085,0,2.942
42115,38540,96.352,0.345,0.026,0.431,2.846
42117,41186,96.268,0.894,0.07,0.425,2.343
42119,42908,88.797,6.568,0.231,1.417,2.988
42121,50475,94.984,1.212,0.042,0.376,3.386
42123,38492,95.272,0.774,0.107,0.439,3.409
42125,209631,91.392,3.22,0.036,1.16,4.191
42127,51227,91.255,3.131,0.203,0.74,4.671
42129,354414,93.036,2.486,0.04,0.945,3.493
42131,26219,95.118,0.912,0.046,0.374,3.551
42133,457051,84.646,6.013,0.156,1.469,7.716
44001,50658,91.543,1.017,0.055,2.426,4.959
44003,170168,87.773,2.022,0.277,3.045,6.883
44005,85442,86.257,3.975,0.337,1.367,8.064
44007,657984,65.119,8.937,0.428,4.188,21.328
44009,129998,91.078,1.121,0.36,2.115,5.326
45001,24368,69.415,26.149,0.115,0.238,4.083
45003,169865,67.242,24.854,0.122,1.017,6.764
45005,8073,22.718,71.894,0.161,1.536,3.691
45007,204592,78.12,14.944,0.207,0.999,5.73
45009,13311,37.345,60.566,0.113,0.098,1.878
45011,20653,51.576,44.241,0.102,0.266,3.815
45013,189071,71.073,16.237,0.183,1.126,11.381
45015,231419,64.302,23.337,0.35,2.365,9.646
45017,14145,55.779,38.911,0.318,0.106,4.885
45019,409840,66.935,24.786,0.292,1.76,6.226
45021,56200,72.053,19.671,0.16,0.185,7.931
45023,32171,59.513,36.07,0.308,0.457,3.652
45025,43536,61.914,30.784,0.365,0.335,6.601
45027,31163,49.642,45.573,0.132,0.777,3.876
45029,38561,57.688,34.833,0.635,0.529,6.315
45031,63025,54.913,41.011,0.173,0.479,3.424
45033,28255,45.758,46.367,2.407,0.046,5.422
45035,162139,64.463,25.44,0.292,1.989,7.816
45037,26181,60.254,32.512,0.256,0.26,6.719
45039,20942,38.621,55.935,0.014,0.368,5.062
45041,137015,51.142,42.825,0.209,1.509,4.315
45043,63594,65.928,29.555,0.156,0.461,3.901
45045,528251,69.693,17.222,0.404,2.524,10.157
45047,69309,62.077,31.726,0.076,0.68,5.441
45049,18890,40.185,52.721,0.021,0.773,6.3
45051,356578,79.091,12.352,0.329,1.307,6.92
45053,29444,48.614,37.335,0.231,0.601,13.218
45055,65779,68.662,22.892,0.096,0.447,7.904
45057,97611,71.84,19.723,0.157,1.951,6.329
45059,67456,68.594,23.073,0.08,0.599,7.654
45061,16557,33.635,62.874,0.006,0.085,3.4
45063,295934,75.04,15.054,0.249,2.07,7.587
45065,9612,52.757,43.456,0,0.229,3.558
45067,29212,38.217,56.316,0.798,0.223,4.447
45069,26585,39.18,49.4,3.634,0.305,7.482
45071,37918,61.741,30.118,0.266,0.219,7.656
45073,78775,85.222,6.743,0.083,0.793,7.158
45075,84159,34.529,61.486,0.343,0.722,2.919
45077,131106,86.375,6.247,0.14,1.794,5.444
45079,416161,42.406,47.287,0.209,2.889,7.21
45081,18952,60.864,23.053,0.707,0.248,15.128
45083,330119,69.284,20.291,0.217,2.253,7.955
45085,105199,45.392,45.862,0.448,1.28,7.018
45087,27158,65.13,29.144,0.158,0.136,5.431
45089,30879,32.038,63.616,0.33,0.79,3.225
45091,282987,71.008,18.9,0.546,2.683,6.863
46003,2590,93.243,1.274,2.394,0.232,2.857
46005,19089,74.535,0.592,1.21,8.948,14.715
46007,3391,40.49,0.177,53.73,1.327,4.276
46009,7018,86.919,1.639,6.711,0.199,4.531
46011,34631,89.943,1.068,1.219,3.052,4.718
46013,38278,86.355,2.448,3.232,3.511,4.454
46015,5247,82.523,1.315,12.293,0,3.869
46017,1859,18.935,0,79.182,0,1.883
46019,10369,89.661,0,1.649,0.357,8.333
46021,1534,97.327,0,0.261,0.13,2.282
46023,9302,62.664,0.129,28.994,0.269,7.945
46025,3837,92.755,0.547,0.078,0.469,6.151
46027,14953,86.759,1.732,3.317,3.023,5.17
46029,28402,92.409,0.595,2.32,0.588,4.088
46031,3906,28.187,0.102,69.713,0,1.997
46033,8515,90.769,0.376,2.126,0.517,6.213
46035,19966,91.1,0.496,3.356,0.897,4.152
46037,5485,86.29,0.128,9.881,0.073,3.628
46039,4298,94.509,0.093,0.372,0,5.026
46041,5275,18.673,0.36,77.403,0.057,3.507
46043,2823,93.978,1.665,1.488,0,2.869
46045,4014,95.341,0.349,1.619,0.1,2.591
46047,7079,85.295,0,7.925,1.017,5.764
46049,2140,97.523,0,0.327,0,2.15
46051,7533,93.256,0.186,0.544,0.571,5.443
46053,3983,88.451,0.904,5.624,0.126,4.896
46055,1755,90.427,1.823,4.9,0,2.849
46057,6196,93.641,0.226,0.452,0.194,5.487
46059,3075,94.211,0.13,0.228,0.228,5.203
46061,3443,93.378,0,0,0,6.622
46063,1176,85.884,0,2.126,0,11.99
46065,17812,82.035,0.045,11.509,0.494,5.917
46067,7401,92.42,0,0.595,0.703,6.283
46069,1319,90.599,1.516,1.592,0,6.293
46071,2838,32.699,0.282,63.319,0.599,3.101
46073,1836,90.795,0,1.525,0,7.68
46075,1006,78.231,1.392,18.986,0,1.392
46077,5172,95.437,0,1.083,0.116,3.364
46079,11207,93.575,0.375,2.222,0.107,3.721
46081,26047,91.492,0.714,1.954,0.568,5.271
46083,65801,91.228,2.286,0.295,1.634,4.558
46085,3719,53.912,0,44.259,0.188,1.64
46087,5714,95.257,0.263,1.103,0,3.378
46089,2251,95.735,1.866,0.178,0.267,1.955
46091,4363,85.148,0.16,6.372,0,8.32
46093,29970,88.278,1.818,2.232,0.741,6.93
46095,1989,32.177,0.251,62.846,0,4.726
46097,2312,95.761,0.562,1.341,0.433,1.903
46099,197742,82.268,6.246,2.012,1.892,7.583
46101,6346,76.584,0.788,12.591,1.859,8.178
46102,13695,4.6,0.058,93.713,0,1.628
46103,110386,80.611,1.339,7.504,1.091,9.456
46105,2970,95.791,0,1.919,0.741,1.549
46107,2587,91.882,1.508,0.773,0.812,5.025
46109,10242,55.487,0.459,40.207,0.098,3.749
46111,2373,94.395,0,0.211,0,5.394
46115,6355,95.138,1.117,0.378,0,3.367
46117,2979,92.951,0.302,3.357,0,3.39
46119,1318,92.109,5.463,0,0,2.428
46121,9353,8.382,0.011,86.25,3.357,1.999
46123,5607,79.9,0.642,14.803,0.535,4.12
46125,8687,95.177,0.576,0.576,0.633,3.039
46127,16700,91.024,0.425,1.198,1.701,5.653
46129,5317,80.083,2.182,10.194,0.132,7.41
46135,23311,89.619,1.235,2.57,0.245,6.332
46137,2455,25.051,0,67.984,0,6.965
47001,77337,88.522,3.163,0.334,1.315,6.667
47003,50533,81.782,6.465,1.015,0.334,10.403
47005,15933,93.115,1.908,0.113,1.067,3.797
47007,14816,89.268,5.703,0.304,0.135,4.59
47009,135951,91.427,2.64,0.076,0.761,5.096
47011,108859,86.419,4.835,0.218,0.988,7.541
47013,39397,96.289,0.297,0.056,0.462,2.896
47015,14481,94.4,2.479,0.214,0,2.907
47017,28381,85.895,8.879,0.109,0.307,4.81
47019,56315,94.3,2.168,0.188,0.46,2.884
47021,41184,92.031,1.916,0.248,0.532,5.274
47023,17392,86.178,10.321,0,0.172,3.329
47025,32092,95.03,0.848,0.059,0.988,3.076
47027,7592,94.231,0.698,0.382,0.566,4.123
47029,36186,94.083,1.197,0.627,0.475,3.617
47031,58080,88.612,3.872,0.024,1.286,6.205
47033,13955,74.661,11.064,0.631,0.466,13.178
47035,61552,95.029,0.933,0.164,0.268,3.607
47037,709786,59.721,26.327,0.136,3.593,10.224
47039,11483,91.962,2.351,0.07,0.105,5.512
47041,20209,90.88,1.732,0.302,0.604,6.482
47043,54563,90.226,3.95,0.18,0.088,5.557
47045,36818,79.086,13.279,0.103,0.451,7.081
47047,42228,67.299,27.022,0.315,0.661,4.703
47049,18642,95.88,0.322,0.231,0.322,3.245
47051,42980,89.102,4.891,0.205,0.572,5.23
47053,50455,76.811,15.977,0.252,0.27,6.691
47055,30317,84.405,9.143,0.254,0.106,6.092
47057,23648,95.843,1.353,0.173,0.093,2.537
47059,70399,93.079,1.729,0.213,0.487,4.492
47061,13550,95.351,0.362,0.236,0.332,3.72
47063,64531,85.618,3.302,0.46,0.899,9.721
47065,367193,72.515,17.887,0.15,1.892,7.557
47067,6726,96.744,0.55,0,0.535,2.171
47069,25519,54.54,39.716,0.568,0.388,4.789
47071,26824,93.301,3.389,0.272,0.086,2.953
47073,57107,94.733,1.04,0.067,0.461,3.7
47075,17806,44.272,50.241,0.034,0.124,5.33
47077,27845,88.289,8.152,0.144,0.133,3.282
47079,32305,87.615,7.408,0.545,0.353,4.08
47081,24996,90.979,3.505,0.476,0.872,4.169
47083,8253,93.639,3.405,0.303,0.327,2.326
47085,19032,91.204,1.245,0.179,0.767,6.605
47087,11730,93.623,0.691,0.136,0,5.55
47089,55017,92.88,1.683,0.058,0.583,4.795
47091,17982,91.53,3.654,0.567,0.161,4.087
47093,481406,82.918,8.246,0.149,2.271,6.416
47095,6898,66.121,25.674,0.754,0.29,7.161
47097,25171,60.117,34.381,0.354,0.306,4.843
47099,44377,93.528,1.415,0.05,0.41,4.597
47101,12637,93.503,1.179,0,1.076,4.242
47103,35365,86.682,6.218,0.122,0.664,6.314
47105,55507,89.882,1.393,0.135,0.991,7.599
47107,53532,90.058,3.482,0.11,0.786,5.563
47109,25895,90.809,5.874,0.259,0.564,2.495
47111,25365,91.709,0.702,0.083,0.382,7.124
47113,98644,55.782,37.185,0.14,1.012,5.881
47115,28852,92.056,2.904,0.076,0.516,4.447
47117,34567,89.565,4.713,0.324,0.59,4.808
47119,102002,81.212,10.864,0.323,0.873,6.728
47121,12839,91.191,2.383,0.055,0.522,5.849
47123,46489,89.785,1.846,0.14,0.417,7.813
47125,222305,65.519,20.171,0.4,2.415,11.495
47127,6558,92.482,3.66,0.503,0.915,2.44
47129,21124,90.996,4.909,0.256,0.199,3.64
47131,30670,81.784,10.548,0.137,0.218,7.313
47133,22576,96.257,1.254,0.142,0.252,2.095
47135,8432,91.319,0.356,0.522,2.206,5.598
47137,5042,95.835,0.278,0,0,3.887
47139,17620,91.737,0.409,0.289,0.21,7.355
47141,80157,89.817,2.223,0.207,1.049,6.703
47143,33031,90.47,1.72,0.1,0.945,6.766
47145,53777,91.905,2.696,0.404,0.658,4.336
47147,73297,83.499,7.18,0.181,0.715,8.425
47149,343727,71.155,15.235,0.145,3.642,9.823
47151,21917,96.925,0.324,0.173,0.388,2.19
47153,16065,94.336,0.529,0.367,0.274,4.494
47155,98455,90.661,0.938,0.197,1.221,6.983
